	category	subcategory	code	name	url	description	unit_price
288	Sensors	Motion	MIKROE-4128	9DOF 2 Click	https://www.mikroe.com/9dof-2-click	9DOF 2 Click is a compact add-on board for applications which require lowest power motion tracking and magnetometer functionality. This board features the ICM-20948 a 9-axis MotionTracking™ sensor from TDK Invensense, which consist of two sensors combined into one package for universal 9DOF solution. In this package we have 3-axis gyroscope, a 3-axis...	15.00
289	Sensors	Motion	MIKROE-4153	9DOF 3 Click	https://www.mikroe.com/9dof-3-click	9DOF 3 Click introduces the BMX055, a small-scale absolute orientation sensor in the class of low-noise 9-axis measurement units, from Bosch Sensortec. It comprises the full functionality of a triaxial, low-g acceleration sensor, a triaxial angular rate sensor and a triaxial geomagnetic sensor. All three sensor components of the BMX055 can be operated and...	16.00
290	Sensors	Motion	MIKROE-4185	Accel 14 Click	https://www.mikroe.com/accel-14-click	Accel 14 Click is digital acceleration and vibration sensor Click board™. It features an ultra-wide bandwidth, low-noise, 3-axis digital vibration sensor, labeled as IIS3DWB, from STMicroelectronics. This Click board™ allows selectable full-scale acceleration measurements in ranges of ±2 g, ±4 g, ±8, and ±16 g in three axes, and it’s capable of measuring...	32.00
291	Sensors	Motion	MIKROE-4237	6DOF IMU 14 Click	https://www.mikroe.com/6dof-imu-14-click	6DOF IMU 14 Click is a compact add-on board that contains a 6-axis MEMS motion tracking device combining a 3-axis gyroscope and a 3-axis accelerometer. This board features the ICM-42688-P, high precision 6-axis MEMS motion tracking device, from TDK InvenSense. It has a configurable host interface that supports both I2C and SPI serial communication,...	25.00
292	Sensors	Motion	MIKROE-4228	6DOF IMU 13 Click	https://www.mikroe.com/6dof-imu-13-click	6DOF IMU 13 Click is a compact add-on board that contains an eCompass that consists of a 3-axis linear accelerometer and a 3-axis magnetic field sensor. This board features the MC6470, an accelerometer and magnetometer for a 6 DoF (6 Degrees of Freedom) sensor solution, from mCube Inc. It has a linear acceleration full-scale range of ±16g and a low noise...	9.00
293	Sensors	Motion	MIKROE-4330	6DOF IMU 15 Click	https://www.mikroe.com/6dof-imu-15-click	6DOF IMU 15 Click is a compact add-on board that contains a 6-axis MEMS motion tracking device combining a 3-axis gyroscope and a 3-axis accelerometer. This board features the ASM330LHH, automotive 6-axis MEMS motion tracking device, from STMicroelectronics. It has a configurable host interface that supports both I2C and SPI serial communication, features...	24.00
294	Sensors	Motion	MIKROE-4192	XSENS MTi-3 Click	https://www.mikroe.com/xsens-mti-3-click	XSENS MTi-3 Click is a compact add-on board that contains a fully functional module that can be configured as an Inertial Measurement Unit, Vertical reference Unit, or even an Attitude & Heading Reference System. This board features the MTi-3, a module outputting 3D orientation, 3D rate of turn, 3D accelerations, and 3D magnetic field, depending on...	399.00
295	Sensors	Motion	MIKROE-4501	Accel 15 Click	https://www.mikroe.com/accel-15-click	Accel 15 Click is a compact add-on board that contains a longevity acceleration sensor. This board features the BMA490L, a high-performance 16-bit digital triaxial acceleration sensor with extended availability of up to ten years from Bosch Sensortec. It allows selectable full-scale acceleration measurements in ranges of ±2g, ±4g, ±8g, and ±16g in three...	9.00
296	Sensors	Motion	MIKROE-4559	Piezo Accel Click	https://www.mikroe.com/piezo-accel-click	Piezo Accel Click is a compact add-on board containing an acceleration sensor based on PE technology. This board features the 820M1-0025, a piezoelectric accelerometer designed for embedded condition monitoring and preventive maintenance applications from TE Connectivity. This accelerometer features a stable piezoceramic crystal sealed in a fully hermetic...	109.00
297	Sensors	Motion	MIKROE-4753	Inclinometer Click	https://www.mikroe.com/inclinometer-click	Inclinometer Click is a compact add-on board that offers best-in-class characteristics for inclination measurements. This board features the SCL3300, a high-performance inclinometer sensor component from Murata. The SCL3300 is a three-axis inclinometer sensor designed and manufactured for high stability, reliability, and quality requirements with angle...	69.00
298	Sensors	Motion	MIKROE-4785	6DOF IMU 17 Click	https://www.mikroe.com/6dof-imu-17-click	6DOF IMU 17 Click is a compact add-on board that contains a 6-axis inertial measurement unit. This board features the IIM-42652, a 6-axis SmartIndustrial™ MotionTracking device that supports an extended operating temperature range for industrial applications from TDK InvenSense. It combines a 3-axis gyroscope and a 3-axis accelerometer featuring a 2K-byte...	16.00
299	Sensors	Motion	MIKROE-4779	Tilt 3 Click	https://www.mikroe.com/tilt-3-click	Tilt 3 Click is a compact add-on board used for measuring the tilt in multiple axes in relation to an absolute level plane. This board features the DSBA1P, a tilt sensor switch that breaks the circuit when tilted to an angle from ±30° to ±60° from NKK Switches. The DSBA1P is a non-contact switch with an embedded photo-interrupter that ensures high...	13.00
300	Sensors	Motion	MIKROE-4826	Accel 18 Click	https://www.mikroe.com/accel-18-click	Accel 18 Click is a compact add-on board that contains an acceleration sensor. This board features the MC3419, a digital output 3-axis accelerometer with a feature set optimized for consumer product motion sensing from MEMSIC. It allows selectable full-scale acceleration measurements in ranges of ±2g, ±4g, ±8g, and ±16g in three axes with a configurable...	7.00
301	Sensors	Motion	MIKROE-4827	Gyro 6 Click	https://www.mikroe.com/gyro-6-click	Gyro 6 Click is a compact add-on board that contains a high-performance gyroscope. This board features the IAM-20380, a 3-axis, digital-output X-, Y-, and Z-axis angular rate sensor (gyroscope) from TDK InvenSense. It has a full-scale programmable range of ±250DPS, ±500DPS, ±1000DPS, and ±2000DPS with a factory-calibrated initial sensitivity and...	22.00
302	Sensors	Motion	MIKROE-4855	Accel 17 Click	https://www.mikroe.com/accel-17-click	Accel 17 Click is a compact add-on board that contains an acceleration sensor. This board features the MXC62320MP, a low-power digital output dual-axis accelerometer fabricated on a standard, submicron CMOS process from MEMSIC. The MXC62320MP can measure both dynamic acceleration (e.g., vibration) and static acceleration (e.g., gravity), with full-scale...	19.00
303	Sensors	Motion	MIKROE-4876	Accel 16 Click	https://www.mikroe.com/accel-16-click	Accel 16 Click is a compact add-on board that contains an acceleration sensor. This board features the ADXL363, a micropower three-sensor combination including acceleration and temperature from Analog Devices. This device combines a 3-axis MEMS accelerometer, a temperature sensor, and an analog-to-digital converter (ADC) input for synchronized conversions...	17.00
304	Sensors	Motion	MIKROE-4888	Accel 20 Click	https://www.mikroe.com/accel-20-click	Accel 20 Click is a compact add-on board that contains an acceleration sensor. This board features the KX134-1211, a digital output 3-axis accelerometer optimized for machine condition monitoring from Rohm Semiconductor. It allows selectable full-scale acceleration measurements in ranges of ±8g, ±16g, ±32g, or ±64g in three axes with a configurable host...	25.00
305	Sensors	Motion	MIKROE-4949	Accel 19 Click	https://www.mikroe.com/accel-19-click	Accel 19 Click is a compact add-on board that contains an acceleration sensor. This board features the LIS2DTW12, an ultra-low-power high-performance three-axis accelerometer from STMicroelectronics. It allows selectable full-scale acceleration measurements in ranges of ±2g, ±4g, ±8g, or ±16g in three axes with a configurable host interface that supports...	11.00
306	Sensors	Motion	MIKROE-4926	Smart Sens Click	https://www.mikroe.com/smart-sens-click	Smart Sens Click is a compact add-on board that contains an smart sensor system with an integrated IMU sensor. This board utilizes the BHI260 and BMM150, an ultra-low-power programmable smart sensor and magnetometer from Bosch Sensortec. The BHI260 includes a programmable and powerful 32-bit MCU, a 6-axis IMU, and a robust software framework. In addition...	29.00
307	Sensors	Optical	MIKROE-990	LightHz Click	https://www.mikroe.com/lighthz-click	LightHz Click is an accessory board in mikroBUS form factor. Board features TSL230BR programmable light-to-frequency converter.	17.90
308	Sensors	Optical	MIKROE-1424	Light Click	https://www.mikroe.com/light-click	Light click is the add-on board with PD15-22CTR8 PIN photodiode, providing an effective and easy way to measure ambient light intensity.	18.00
309	Sensors	Optical	MIKROE-1438	Color Click	https://www.mikroe.com/color-click	Color click is a color light sensing Click board™, featuring the popular TCS3471 integrated color sensor. It is capable of sensing red, green, and blue light components, as well as the clear light. It has a very high dynamic range of 1,000,000:1, which allows the Click board™ to be used in various light conditions. It is equipped with the additional high...	15.00
310	Sensors	Optical	MIKROE-1688	Illuminance Click	https://www.mikroe.com/illuminance-click	Illuminance click carries a TSL2561 light-to-digital converter with a sensor that’s designed to mimic the way humans perceive light.	16.00
311	Sensors	Optical	MIKROE-1677	UV Click	https://www.mikroe.com/uv-click	Design devices that warn you of excesive ultraviolet radiation levels with UV click. This click boards carries the ML8511 IC that is sensitive to UV-A (365-315 nm) and UV-B (315-280 nm) rays.	24.00
312	Sensors	Optical	MIKROE-1711	IR ECLIPSE Click	https://www.mikroe.com/ir-eclipse-click	IR eclipse click carries an EE-SX198 photo interrupter sensor. This sensor consists of an infrared transmitter and receiver facing each other and spaced apart by a 3mm slit.	15.00
313	Sensors	Optical	MIKROE-1820	FLAME Click	https://www.mikroe.com/flame-click	Flame click is a fire detection solution. It carries a PT334-6B silicon phototransistor that’s covered in black epoxy and therefore sensitive only to infrared light.	12.00
314	Sensors	Optical	MIKROE-1882	IR REFLECT Click	https://www.mikroe.com/ir-reflect-click	IR reflect click carries a GP2S700HCP reflective photointerrupter and an onboard potentiometer. On this type of photointerrupter the infrared emitter and receiver are facing the same direction.	12.00
315	Sensors	Optical	MIKROE-1890	Ambient Click	https://www.mikroe.com/ambient-click	Ambient click carries the Melexis MLX75305 IC. It’s a CMOS integrated optical sensor that consists of a photodiode, a transimpendance amplifier, and an output transistor.	9.00
316	Sensors	Optical	MIKROE-1903	Ambient 2 Click	https://www.mikroe.com/ambient-2-click	Ambient 2 click carries TI’s OPT3001 Ambient Light sensor. It’s a small (2mm x 2mm) single-chip lux meter that measures only the visible part of the light spectrum from any kind of source (mimicking the way humans see light).	14.00
317	Sensors	Optical	MIKROE-1991	IR Distance Click	https://www.mikroe.com/ir-distance-click	IR distance click carries Sharp’s GP2Y0A60SZ0F distance measuring sensor, which comprises of an integrated PSD (position sensitive detector), an infrared LED and a signal processing circuit. The measuring range is between 10 and 150 cm. The click is designed to run on either 3.3V or 5V power supply. It communicates with the target MCU over RST and AN pin...	25.00
